Title,Size,date added to alvro,type
GALAK-Z Variant S [0100C9800A454000][v0].nsp,324.77 MB,2019-01-11 11:01,NSW NSP Games
GALAK-Z Variant S [0100C9800A454000][v0].nsp.zip,324.82 MB,2019-01-11 12:01,NSW NSP Games
GEM CRASH [010011000972A000][v0].nsp,272.52 MB,2019-01-11 11:01,NSW NSP Games
GEM CRASH [010011000972A000][v0].nsp.zip,272.56 MB,2019-01-11 12:01,NSW NSP Games
GIGANTIC ARMY eSHOP [010067A00D35E000][v0].nsp,283.37 MB,2019-02-22 8:02,NSW NSP Games
GOD EATER 3[01001C700873E800][US][v65536].nsp,1.10 GB,2019-07-11 0:07,NSW NSP Games
GOD WARS The Complete Legend [0100F3D00B032000][v0]-003.nsp,4.42 GB,2019-01-19 12:01,NSW NSP Games
GOD WARS The Complete Legend [Additional Equipment Momotaro's Kibi Dumpling Set] [0100F3D00B033004][v0].nsp,119.16 KB,2019-02-05 13:02,NSW NSP Games
GOD WARS The Complete Legend [Additional Equipment Momotaro's Kibi Dumpling Set] [0100F3D00B033004][v0].nsp,119.16 KB,2019-02-05 13:02,NSW NSP Games
GODS Remastered eSHOP [0100BAA00AE16000][v0].nsp,669.33 MB,2019-03-30 14:03,NSW NSP Games
GREEN [010068D00AE68000][v0].nsp,247.78 MB,2019-01-11 11:01,NSW NSP Games
GREEN[v0].nsp.zip,247.81 MB,2019-01-11 12:01,NSW NSP Games
GRIDD Retroenhanced [0100197008B52000][v0].nsp,134.88 MB,2019-01-11 11:01,NSW NSP Games
GRIDD Retroenhanced [0100197008B52000][v0].nsp.part.zip,134.88 MB,2019-01-11 12:01,NSW NSP Games
GRIP [0100459009A2A000][v0].nsp,1.61 GB,2019-01-11 11:01,NSW NSP Games
GRIP [Nyvoss Hex Pack] [0100459009A2B005][v0].nsp,375.16 KB,2019-02-05 13:02,NSW NSP Games
GRIS [0100E1700C31C000][v0].nsp,3.79 GB,2019-01-11 11:01,NSW NSP Games
GUILT BATTLE ARENA [010060E009062000][v0].nsp,120.60 MB,2019-01-22 8:01,NSW NSP Games
GUILTY GEAR XX ACCENT CORE PLUS R [01006F80082E4000][v0].nsp,4.22 GB,2019-05-17 14:05,NSW NSP Games
GUILTY GEAR XX CORE PLUS R.nsp,4.22 GB,2019-05-17 14:05,NSW NSP Games
GUILTY GEAR [0100C8400B248000][v0].nsp,414.69 MB,2019-05-17 14:05,NSW NSP Games
GUILTY GEAR.nsp,414.68 MB,2019-05-17 14:05,NSW NSP Games
GUNBARICH for Nintendo Switch [01002B2004F76000][v0].nsp,459.94 MB,2019-01-11 11:01,NSW NSP Games
GUNBARICH for Nintendo Switch [01002B2004F76000][v0].nsp.zip,460.03 MB,2019-01-11 12:01,NSW NSP Games
GUNBIRD for Nintendo Switch [01003C6008940000][v0].nsp,74.71 MB,2019-01-11 11:01,NSW NSP Games
GUNBIRD for Nintendo Switch [01003C6008940000][v0].nsp.zip,74.68 MB,2019-01-11 12:01,NSW NSP Games
GUNBIRD2 for Nintendo Switch [0100BCB00AE98000][v0].nsp,160.36 MB,2019-01-11 11:01,NSW NSP Games
GUNBIRD2 for Nintendo Switch [0100BCB00AE98000][v0].nsp.zip,160.36 MB,2019-01-11 12:01,NSW NSP Games
Gabbuchi [0100CCB00CBA8000][v0].nsp,58.01 MB,2019-02-06 10:02,NSW NSP Games
Gakuen Club [010052900B8EE000][v0].nsp,690.11 MB,2019-01-11 11:01,NSW NSP Games
Gal Gun 2 [010024700901A000][v0].nsp,3.16 GB,2019-01-11 11:01,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Alice in Doki Doki Land Set] [010024700901B011][v0].nsp,29.02 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Alluring Belly Dancer Set] [010024700901B00D][v0].nsp,42.12 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Angelic Nurse Set] [010024700901B005][v0].nsp,26.18 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Black & White Bikini Set] [010024700901B007][v0].nsp,54.91 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Bubble Bath Bikini Set] [010024700901B002][v0].nsp,10.90 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Classy Bunny Girl Set] [010024700901B004][v0].nsp,27.38 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Fancy Maid Mini-skirt Set] [010024700901B00E][v0].nsp,28.82 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Fighting Spirit Academy Uniform Set] [010024700901B008][v0].nsp,34.65 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Kung-fu Cutie Set] [010024700901B00B][v0].nsp,41.77 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Meowvelous Sweater Set] [010024700901B003][v0].nsp,29.52 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Pole Position Pin-up Set] [010024700901B00F][v0].nsp,35.40 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Racy Ribbons Set] [010024700901B013][v0].nsp,21.96 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Risque Apron Set] [010024700901B010][v0].nsp,41.80 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - S-Class Demon Buster Suit Set] [010024700901B015][v0].nsp,38.63 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Sergeant Suspenders Set] [010024700901B014][v0].nsp,44.26 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Sexy Shrine Maiden Set] [010024700901B00C][v0].nsp,35.87 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Slime Time Set] [010024700901B016][v0].nsp,49.27 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Super-short Cheongsam Set] [010024700901B006][v0].nsp,32.13 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Tiger-striped Oni Bikini Set] [010024700901B00A][v0].nsp,30.49 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Venus Soccer Uniform Set] [010024700901B009][v0].nsp,35.30 MB,2019-02-05 13:02,NSW NSP Games
Gal Gun 2 [Gal Gun 2 - Vice Cop Set] [010024700901B012][v0].nsp,38.85 MB,2019-02-05 13:02,NSW NSP Games
Gal Metal [010048600B14E000][v0].nsp,2.87 GB,2019-01-11 11:01,NSW NSP Games
Galaxy Champions TV [010023500EF76000][v0].nsp,263.96 MB,2019-10-11 22:10,NSW NSP Games
Game Dev Story [0100AF700BCD2000][v0].nsp,179.40 MB,2019-01-11 11:01,NSW NSP Games
Gaokao Love 100Days [010091400B596000][v0].nsp,1.50 GB,2019-01-11 11:01,NSW NSP Games
Gaokao Love 100Days [010091400B596000][v0].nsp.zip,1.50 GB,2019-01-11 12:01,NSW NSP Games
Garage [01000FA00A4E4000][v0].nsp,590.16 MB,2019-01-11 11:01,NSW NSP Games
Gave Dev Story.nsp.zip,179.41 MB,2019-01-11 12:01,NSW NSP Games
Gear Club Unlimited 2 [010072900AFF0000][v0].nsp,2.24 GB,2019-01-11 11:01,NSW NSP Games
Gear Club Unlimited [010065E003FD8000][v0].nsp,5.34 GB,2019-01-11 11:01,NSW NSP Games
Gekido Kintaro's Revenge [010052A00942A000][v0].nsp.zip,143.64 MB,2019-01-11 12:01,NSW NSP Games
Gem Smashers [01001A4008192000][v0].nsp,425.89 MB,2019-01-16 10:01,NSW NSP Games
GensokyoDefenders [010000300C79C000][v0].nsp,1.32 GB,2019-01-11 11:01,NSW NSP Games
GetAmped Mobile [0100AA4008210800][v131072].nsp,541.05 MB,2019-01-21 9:01,NSW NSP Games
Ghost 1 0 [0100EEB005ACC000][v0].nsp,310.42 MB,2019-01-11 11:01,NSW NSP Games
Ghost 1 0 [0100EEB005ACC000][v0].nsp.zip,310.47 MB,2019-01-11 12:01,NSW NSP Games
Ghostbusters The Video Game Remastered [0100EAE00D9EC000][v0].nsp,3.26 GB,2019-10-11 22:10,NSW NSP Games
Ghoulboy [0100A9500C606000][v0].nsp,249.30 MB,2019-02-19 10:02,NSW NSP Games
Giana Sisters Twisted Dreams - Owltimate Edition [01003830092B8000][v0].nsp,1.24 GB,2019-01-11 11:01,NSW NSP Games
Ginger Beyond the Crystal [0100C50007070000][v0].nsp,5.91 GB,2019-01-11 11:01,NSW NSP Games
Glaive Brick Breaker [01005CB009E20000][v0].nsp,220.33 MB,2019-01-11 11:01,NSW NSP Games
Glaive Brick Breaker [01005CB009E20000][v0].nsp.zip,220.35 MB,2019-01-11 12:01,NSW NSP Games
Glass Masquerade eSHOP [0100D4C00C9FC000][v0].nsp,496.66 MB,2019-02-09 10:02,NSW NSP Games
Gnomes Garden 2 [010008D00CCEC000][v0].nsp,307.77 MB,2019-01-11 11:01,NSW NSP Games
Gnomes Garden 2 [010008D00CCEC000][v0].nsp.zip,307.82 MB,2019-01-11 12:01,NSW NSP Games
Gnomes Garden 3 The thief of castles [010017C00BE12000][v0].nsp,332.19 MB,2019-01-17 12:01,NSW NSP Games
Gnomes Garden New Home eSHOP [010085B00CCEE000][v0].nsp,346.90 MB,2019-02-10 9:02,NSW NSP Games
Gnomes Garden [01004D300BF98000][v0].nsp,280.42 MB,2019-01-11 11:01,NSW NSP Games
Go Vacation [0100C1800A9B6000][v0].nsp,8.83 GB,2019-01-11 11:01,NSW NSP Games
GoFishing 3D [01007BC00DE68000][v0].nsp,138.05 MB,2019-05-31 14:05,NSW NSP Games
GoNNER [01007C2002B3C000][v0].nsp,299.19 MB,2019-01-11 11:01,NSW NSP Games
GoNNER [01007C2002B3C000][v0].nsp.zip,299.24 MB,2019-01-11 12:01,NSW NSP Games
GoatPunks eSHOP [01006C00081B4000][v0].nsp,567.11 MB,2019-05-17 20:05,NSW NSP Games
"God Eater 3 [World] [En,Ja,Fr,De,Sp,It,Du,Pr,Ru,Ko,Tw,Zh] [01001C700873E000].xci",11.87 GB,2019-07-11 0:07,NSW NSP Games
Godly Corp eShOP [010014900D744000][v0].nsp,392.13 MB,2019-04-06 11:04,NSW NSP Games
Goetia [0100D82009024000][v0].nsp,1.73 GB,2019-01-11 11:01,NSW NSP Games
Goetia the Infinite Tower [0100B5200DABA000][v0].nsp,30.51 MB,2019-09-22 21:09,NSW NSP Games
Goken eSHOP [0100126006EF0000][v0].nsp,3.22 GB,2019-03-29 19:03,NSW NSP Games
Golazo [010013800F0A4000][v0].nsp,1010.26 MB,2019-09-16 19:09,NSW NSP Games
Golf Peaks eSHOP [0100E3500D342000][v0].nsp,101.18 MB,2019-03-19 22:03,NSW NSP Games
Golf Peaks eSHOP [0100E3500D342000][v0].nsp,101.18 MB,2019-03-21 17:03,NSW NSP Games
Golf Peaks eSHOP [0100E3500D342000][v0].nsp,101.18 MB,2019-04-14 14:04,NSW NSP Games
Golf Story [0100779004172000][v0].nsp,892.24 MB,2019-01-11 11:01,NSW NSP Games
Golf Story.nsp.zip,892.47 MB,2019-01-11 12:01,NSW NSP Games
Gone Home [0100EEC00AA6E000][v0].nsp,2.97 GB,2019-01-11 11:01,NSW NSP Games
Goo no Wakusei JPN.nsp.zip,123.34 MB,2019-01-11 12:01,NSW NSP Games
Goonya Fighter.nsp,165.20 MB,2019-07-01 10:07,NSW NSP Games
Goosebumps The Game [0100B8000B190000][v0].nsp,382.53 MB,2019-02-05 13:02,NSW NSP Games
Gorogoa [0100F2A005C98000][v0].nsp,1.67 GB,2019-01-11 11:01,NSW NSP Games
Gorogoa [0100F2A005C98000][v0].nsp,1.67 GB,2019-02-05 13:02,NSW NSP Games
Gotcha Racing 2nd [0100E8D007E16000][v0].nsp,457.48 MB,2019-01-11 11:01,NSW NSP Games
Gotcha Racing 2nd [0100E8D007E16000][v0].nsp.zip,457.57 MB,2019-01-11 12:01,NSW NSP Games
Grab Lab [0100A6C00CF70000][v0].nsp,337.71 MB,2019-01-19 12:01,NSW NSP Games
Grab the Bottle [01003FF009E60000][v0].nsp,1.97 GB,2019-01-25 15:01,NSW NSP Games
Graceful Explosion Machine [01004D10020F2000][v0].nsp,283.04 MB,2019-01-11 11:01,NSW NSP Games
Graceful Explosion Machine [01004D10020F2000][v0].nsp.zip,283.08 MB,2019-01-11 12:01,NSW NSP Games
Grand Prix Rock 'N Racing [0100D84005AF6000][v0].nsp.zip,423.69 MB,2019-01-11 12:01,NSW NSP Games
Grandpa and the Zombies [010038500BCD6000][v0].nsp,117.26 MB,2019-01-11 11:01,NSW NSP Games
Grandpa and the Zombies[010038500BCD6000].nsp.zip,117.25 MB,2019-01-11 12:01,NSW NSP Games
Grass Cutter Mutated Lawns.nsp,321.97 MB,2019-07-01 10:07,NSW NSP Games
Grave Danger [010074E0099FA000][v0].nsp,168.81 MB,2019-01-11 11:01,NSW NSP Games
Grave Keeper [01000A600EA88000][v0].nsp,283.61 MB,2019-08-12 23:08,NSW NSP Games
Gravity Duck [0100E4A00EEF6000][v0].nsp,41.67 MB,2019-08-17 23:08,NSW NSP Games
Greco's Hall of Kanji Learn Japanese {Beginner} eSHOP [0100B6700DEC2000][v0].nsp,373.18 MB,2019-04-11 13:04,NSW NSP Games
Green Game TimeSwapper [0100CBB0070EE000][v0].nsp,291.53 MB,2019-01-11 11:01,NSW NSP Games
Green Game TimeSwapper [0100CBB0070EE000][v0].nsp.zip,291.57 MB,2019-01-11 12:01,NSW NSP Games
Grid Mania [010031200981C000][v0].nsp,150.95 MB,2019-01-11 11:01,NSW NSP Games
Grid Mania [010031200981C000][v0].nsp.zip,150.95 MB,2019-01-11 12:01,NSW NSP Games
Grim Fandango Remastered [0100B7900B024000][v0].nsp,4.59 GB,2019-01-11 11:01,NSW NSP Games
Growtopia [010065F00BE6C000][v0].nsp,137.18 MB,2019-07-21 12:07,NSW NSP Games
Guacamelee! 2 [01007E100456C000][v0].nsp,1.91 GB,2019-01-11 11:01,NSW NSP Games
Guacamelee! 2 [Guacamelee! 2 - Three Enemigos Character Pack] [01007E100456D001][v0].nsp,135.16 KB,2019-02-05 13:02,NSW NSP Games
Guacamelee! Super Turbo Championship Edition [0100BAE00B470000][][v0].nsp.zip,639.74 MB,2019-01-11 12:01,NSW NSP Games
Guacamelee! Super Turbo Championship Edition [0100BAE00B470000][v0].nsp,639.59 MB,2019-01-11 11:01,NSW NSP Games
Guess The Character [v0].nsp.zip,196.79 MB,2019-01-11 12:01,NSW NSP Games
Guess the Character [010089900C9FA000][v0].nsp,196.77 MB,2019-01-11 11:01,NSW NSP Games
Guess the word eSHOP [01005DC00D80C000][v0].nsp,319.51 MB,2019-02-17 10:02,NSW NSP Games
Gunhouse [010081C008164000][v0].nsp,963.19 MB,2019-01-19 11:01,NSW NSP Games
Guns of Mercy - Rangers Edition [010088700C5F8000][v0].nsp,339.97 MB,2019-01-25 15:01,NSW NSP Games
"Guns, Gore and Cannoli 2 [01006D4003BCE000][v0].nsp",1.19 GB,2019-01-11 11:01,NSW NSP Games
"Guns, Gore and Cannoli [0100934003BCC000][v0].nsp",1.44 GB,2019-01-11 11:01,NSW NSP Games
Gurgamoth [01000D700EAA0000][v0].nsp,382.74 MB,2019-08-26 12:08,NSW NSP Games
Guts & Glory [01005E5009EF2000][v0].nsp,5.53 GB,2019-01-11 11:01,NSW NSP Games
"Gyakuten Yoshiwara Kikuya-hen JPN (eng,jpn).nsp.zip",454.25 MB,2019-01-11 12:01,NSW NSP Games
"Gyakuten Yoshiwara Ougiya-hen JPN (eng,jpn).nsp.zip",483.99 MB,2019-01-11 12:01,NSW NSP Games
Gym Hero eSHOP [0100E7400DBE2000][v0].nsp,160.80 MB,2019-05-17 20:05,NSW NSP Games
Gyro Boss DX eSHOP [0100A8E00DB92000][v0].nsp,30.01 MB,2019-05-17 20:05,NSW NSP Games
Gyro Boss DX eSHOP [0100A8E00DB92000][v0].nsp,30.01 MB,2019-05-14 21:05,NSW NSP Games
HANDY Mah jongg JPN.nsp.zip,244.87 MB,2019-01-11 12:01,NSW NSP Games
Hacky Zack [01003BA00A67E000][v0].nsp,143.03 MB,2019-01-11 11:01,NSW NSP Games
Halcyon 6 Starbase Commander [01006B30092F0000][v0].nsp,793.33 MB,2019-02-07 7:02,NSW NSP Games
Halloween Pinball [0100E0D00C336000][v0].nsp,249.57 MB,2019-01-11 11:01,NSW NSP Games
Hammerwatch [01003B9007E86000][v0].nsp,236.55 MB,2019-01-11 11:01,NSW NSP Games
Hammerwatch [01003B9007E86000][v0].nsp.zip,236.57 MB,2019-01-11 12:01,NSW NSP Games
Hamsterdam [0100FA800DF86000][v0].nsp,1.11 GB,2019-08-02 22:08,NSW NSP Games
Hand Of Fate 2 [01003620068EA000][v0].nsp,2.45 GB,2019-01-11 11:01,NSW NSP Games
Happy Birthdays [010083600AE9E000][v0].nsp,1.40 GB,2019-01-11 11:01,NSW NSP Games
Happy Words [010094F00D626000][v0].nsp,550.47 MB,2019-06-01 10:06,NSW NSP Games
Hard West eSHOP [0100ECE00D13E000][v0].nsp,5.48 GB,2019-03-08 14:03,NSW NSP Games
Hardway Party - [0100BB600C096000][v0].nsp.zip,612.06 MB,2019-01-11 12:01,NSW NSP Games
Hardway Party - [0100BB600C096000][v0].nsp.zip,612.06 MB,2019-01-11 12:01,NSW NSP Games
Hardway Party [0100BB600C096000][v0].nsp,611.92 MB,2019-01-11 11:01,NSW NSP Games
Harvest Life [0100D0500AD30000][v0].nsp,396.90 MB,2019-02-05 13:02,NSW NSP Games
Harvest Moon Light of Hope Special Edition [0100CF8003E70000][v0].nsp,666.08 MB,2019-01-11 11:01,NSW NSP Games
Harvest Moon Light of Hope Special Edition [Decorations and Tool Upgrade Pack] [0100766008ADF001][v65536].nsp,119.16 KB,2019-02-05 13:02,NSW NSP Games
Has-Been Heroes [0100E29001298000][v0].nsp,752.21 MB,2019-01-11 11:01,NSW NSP Games
Haunted Dungeons：Hyakki Castle [010023F008204000][v0].nsp,3 GB,2019-01-16 10:01,NSW NSP Games
Headball Soccer Deluxe [010032800E6D2000][v0].nsp,364.56 MB,2019-07-01 13:07,NSW NSP Games
Headball Soccer Deluxe.nsp,364.56 MB,2019-07-01 10:07,NSW NSP Games
Headspun [010067400EA5C000][v0].nsp,4.23 GB,2019-09-02 20:09,NSW NSP Games
Heart&Slash [0100D12008EE4000][v0].nsp,1.27 GB,2019-01-11 11:01,NSW NSP Games
Heave Ho [0100ADD00E17E000][v0].nsp,463.08 MB,2019-08-30 21:08,NSW NSP Games
Heave Ho[0100ADD00E17E800][US][v131072].nsp,302.14 MB,2019-08-30 21:08,NSW NSP Games
Hell Warders eSHOP [0100A2100BFCE000][v0].nsp,1.30 GB,2019-02-22 8:02,NSW NSP Games
Hellmut; The Badass From Hell eSHOP [0100A0300D1A0000][v0].nsp,458.91 MB,2019-05-17 20:05,NSW NSP Games
Hellmut; The Badass From Hell eSHOP [0100A0300D1A0000][v0].nsp,458.91 MB,2019-05-14 21:05,NSW NSP Games
Hello Kitty Kruisers With Sanrio Friends [010087D0084A8000][v0].nsp,645.14 MB,2019-01-11 11:01,NSW NSP Games
Hello Neighbor Hide and Seek [010092B00C4F0000][v0].nsp,1.83 GB,2019-01-11 11:01,NSW NSP Games
Hello Neighbor [0100FAA00B168000][v0].nsp,2.33 GB,2019-01-11 11:01,NSW NSP Games
Henry The Hamster Handler [010007E00A1A4000][v0].nsp,222.17 MB,2019-01-11 11:01,NSW NSP Games
Henry the Hamster Handler [010007e00a1a4000][v0].nsp.zip,222.19 MB,2019-01-11 12:01,NSW NSP Games
Her Majesty's SPIFFING [0100946008DAE000][v0].nsp.zip,584.90 MB,2019-01-11 12:01,NSW NSP Games
Hero Express [0100BEA00E63A000][v0].nsp,372.38 MB,2019-07-07 22:07,NSW NSP Games
Heroes Trials [010082800AE4C000][v0].nsp,481.71 MB,2019-01-27 9:01,NSW NSP Games
Heroes of the Monkey Tavern [0100352006A10000][v0].nsp,1.73 GB,2019-01-11 11:01,NSW NSP Games
Heroine Anthem Zero Episode 1 [01001B70080F0000][v0].nsp,3.92 GB,2019-05-28 20:05,NSW NSP Games
Heroki [010057300B0DC000][v0].nsp,363.33 MB,2019-01-11 11:01,NSW NSP Games
Heroki [010057300B0DC000][v0].nsp.zip,363.40 MB,2019-01-11 12:01,NSW NSP Games
Hexa Maze eSHOP [010066900BDE6000][v0].nsp,68.11 MB,2019-02-17 10:02,NSW NSP Games
Hexagravity [01007AC00E012000][v0].nsp,260.76 MB,2019-05-14 21:05,NSW NSP Games
Hexologic [010016300A95A000][v0].nsp,110.11 MB,2019-01-11 11:01,NSW NSP Games
Hexologic [010016300A95A000][v0].nsp.zip,110.10 MB,2019-01-11 12:01,NSW NSP Games
Hidden Folks [01003BB00B08E000][v0].nsp,191.09 MB,2019-01-11 11:01,NSW NSP Games
Hidden [01004E800F03C000][v0].nsp,1.96 GB,2019-09-22 21:09,NSW NSP Games
High Noon Revolver [01006FE00D2B0000][v0].nsp,46.23 MB,2019-07-25 9:07,NSW NSP Games
Hiragana Pixel Party [0100F3D008436000][v0].nsp,194.91 MB,2019-01-11 11:01,NSW NSP Games
Hiragana Pixel Party [0100F3D008436000][v0].nsp.zip,194.92 MB,2019-01-11 12:01,NSW NSP Games
History 2048 eSHOP [0100B1E00D234000][v0].nsp,82.63 MB,2019-03-03 6:03,NSW NSP Games
Hive Jump [01001B000CAF0000][v0].nsp,1.47 GB,2019-01-19 12:01,NSW NSP Games
HoPiKo [010071B00C904000].nsp.zip,303.88 MB,2019-01-11 12:01,NSW NSP Games
HoPiKo [010071B00C904000][v0].nsp,303.84 MB,2019-01-19 12:01,NSW NSP Games
Hollow Knight [0100633007D48000][v0].nsp,3.55 GB,2019-01-11 11:01,NSW NSP Games
Hollow [0100F210061E8000][v0].nsp,2.16 GB,2019-01-11 11:01,NSW NSP Games
Holy Potatoes! A Weapon Shop ! [0100FC5009E10000][v0].nsp,561.57 MB,2019-01-11 11:01,NSW NSP Games
Holy Potatoes! We're In Space ! [010096B009E12000][v0].nsp,1016.81 MB,2019-01-28 15:01,NSW NSP Games
Home Escape [01006D100E1DE000][v0].nsp,204.03 MB,2019-06-23 21:06,NSW NSP Games
Hook eSHOP[0100DFF00DA4E000][v0].nsp,77.01 MB,2019-03-15 22:03,NSW NSP Games
Hookbots [0100AFA00DED4000][v0].nsp,1.41 GB,2019-08-30 21:08,NSW NSP Games
Hopping girl KOHANE Jumping Kingdom Princess of the Black Rabbit [010087800EE5A000][v0].nsp,406.26 MB,2019-08-30 21:08,NSW NSP Games
Horizon Chase Turbo [01009EA00B714000][v0].nsp,878.64 MB,2019-01-11 11:01,NSW NSP Games
Horizon Chase Turbo.nsp.zip,878.86 MB,2019-01-11 12:01,NSW NSP Games
Hot Gimmick Cosplay-jong for Nintendo Switch [010025A00AACE000][v0].nsp,290.84 MB,2019-01-19 12:01,NSW NSP Games
Hot Springs Story [010090B00B1F0000][v0].nsp,178.45 MB,2019-01-11 11:01,NSW NSP Games
Hot Springs Story.nsp.zip,178.46 MB,2019-01-11 12:01,NSW NSP Games
Hotel Transylvania 3 Monsters Overboard [0100017007980000][v0].nsp,798.33 MB,2019-01-11 11:01,NSW NSP Games
Hover [0100F6800910A000][v0].nsp,4.10 GB,2019-01-11 11:01,NSW NSP Games
Hulu [0100A66003384000][v0].nsp,37.53 MB,2019-01-11 11:01,NSW NSP Games
Hulu [0100A66003384000][v0].nsp.zip,37.50 MB,2019-01-11 12:01,NSW NSP Games
Hulu.nsp.zip,37.52 MB,2019-01-11 12:01,NSW NSP Games
Human Fall Flat [01000CA004DCA000][v0].nsp,1.14 GB,2019-01-11 11:01,NSW NSP Games
Human Resource Machine [0100701001D92000][v0].nsp,94.87 MB,2019-01-11 11:01,NSW NSP Games
Human Resource Machine [0100701001D92000][v0].nsp.zip,94.86 MB,2019-01-11 12:01,NSW NSP Games
Human Rocket Person.nsp,347.93 MB,2019-07-01 10:07,NSW NSP Games
Hungry Baby Party Treats.nsp,470.09 MB,2019-05-31 14:05,NSW NSP Games
Hungry Baby Party Treats.nsp,470.09 MB,2019-05-28 20:05,NSW NSP Games
Hungry Shark World [0100E1A00AF40000][v0].nsp,1.99 GB,2019-01-11 11:01,NSW NSP Games
Hunter's Legacy Purrfect Edition [v0].nsp.zip,367.54 MB,2019-01-11 12:01,NSW NSP Games
Hunting Simulator [0100C460040EA000][v0].nsp,5.43 GB,2019-01-11 11:01,NSW NSP Games
Hyper Light Drifter - Special Edition [01003B200B372000][v0].nsp,800.01 MB,2019-01-11 11:01,NSW NSP Games
Hyper Light Drifter - Special Edition [01003b200b372000][v0].nsp.zip,800.21 MB,2019-01-11 12:01,NSW NSP Games
Hyper Sentinel [0100692003FCE000][US][v0].nsp.zip,933.29 MB,2019-01-11 12:01,NSW NSP Games
Hyper Sentinel [0100692003FCE000][v0].nsp,933.05 MB,2019-01-11 11:01,NSW NSP Games
Hyper Sentinel [0100F9700BE96000][v0].nsp,765.78 MB,2019-01-11 11:01,NSW NSP Games
Hyperide Vector Raid [01000E200C8D4000][v0].nsp,254.89 MB,2019-01-11 11:01,NSW NSP Games
Hyperide [010091000CC0E000][v0].nsp,168.32 MB,2019-02-05 13:02,NSW NSP Games
Hyperlight Ultimate [0100F4C00D958000][v0].nsp,181.79 MB,2019-07-11 0:07,NSW NSP Games
Hyrule Warriors Definitive Edition [0100AE00096EA000][v0].nsp,12.88 GB,2019-01-11 11:01,NSW NSP Games
I Am Setsuna [0100849000BDA000][v0].nsp,1.30 GB,2019-01-11 11:01,NSW NSP Games
I Am The Hero [0100019006F4E000][v0].nsp,335.07 MB,2019-01-11 11:01,NSW NSP Games
I Am The Hero.nsp.zip,335.12 MB,2019-01-11 12:01,NSW NSP Games
I Hate Running Backwards [01006D300AA58000][v0].nsp,1.42 GB,2019-01-11 11:01,NSW NSP Games
I and Me [01005C40037C6000][v0].nsp,373.29 MB,2019-01-11 11:01,NSW NSP Games
I and Me [01005C40037C6000][v0].nsp.zip,373.36 MB,2019-01-11 12:01,NSW NSP Games
"I, Zombie USJP [0100429006a06000][v0].nsp.zip",278.86 MB,2019-01-11 12:01,NSW NSP Games
"I, Zombie [0100429006A06000][v0].nsp",278.82 MB,2019-01-11 11:01,NSW NSP Games
ICEY [0100BE9007E7E000][v0].nsp,1.67 GB,2019-01-11 11:01,NSW NSP Games
IHUGU [0100C0F00CA9C000][v0].nsp,106.73 MB,2019-01-23 8:01,NSW NSP Games
IMPLOSION [0100737003190000][v0].nsp,3.16 GB,2019-01-11 11:01,NSW NSP Games
IN-VERT [010003A00EA90000][v0].nsp,227.77 MB,2019-08-22 13:08,NSW NSP Games
INFERNO CLIMBER; REBORN eSHOP [010086300A558000][v0].nsp,1.69 GB,2019-03-29 19:03,NSW NSP Games
INK [010060300A67C000][v0].nsp,59.18 MB,2019-01-11 11:01,NSW NSP Games
INK [010060300A67C000][v0].nsp.zip,59.15 MB,2019-01-11 12:01,NSW NSP Games
INSIDE [0100D2D009028000][v0].nsp,1.37 GB,2019-01-11 11:01,NSW NSP Games
INSTANT TENNIS [0100F4500A47E000][v0].nsp,357.42 MB,2019-01-28 10:01,NSW NSP Games
INVERSUS Deluxe [01001D0003B96000][v0].nsp,65.64 MB,2019-01-11 11:01,NSW NSP Games
INVERSUS Deluxe [01001D0003B96000][v0].nsp.zip,65.61 MB,2019-01-11 12:01,NSW NSP Games
